id_code_in_source_dataset,entered_by,source_of_data_literature_contact,contact_person_or_citation,species_genus_sp,field_or_museum,date_captured,month_captured,month_number,method_pcr_q_pcr_histology,bd_positive_blank_or_1,bd_negative_blank_or_1,bd_load_ze_if_q_pcr,bd_its_copies,standard_strain_if_q_pcr,notes_on_methods,locality,simplified_locality,regulation_0_unreg_1_upstream_dam_2_downstream_dam,river_system_watershed,county,boylii_clade,location_moved_1_if_yes,dubious_location_1_if_yes,note_on_location,palmer_z_index,phdi,pdsi,sex_f_m_u,life_stage_a_j_t,svl_mm,weight_g,notes,recap_y_n,identifier_if_recap,does_local_population_density_data_exist_for_this_site_y_n,utm_easting,utm_northing,ct,monthly_average_precip
1009,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/21/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,52,16.8,NA,Y,9.00043E+14,NA,446176,4399308,NA,NA
1024,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/22/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,61,27.2,NA,Y,9.00043E+14,NA,446456,4399392,NA,NA
782,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/18/2018,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,58,20.9,NA,Y,9.00043E+14,NA,446736,4399458,NA,NA
784,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/18/2018,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,52,11.1,NA,Y,9.00043E+14,NA,445963,4399139,NA,NA
1251,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/4/2020,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,NA,NA,63,26.4,NA,Y,9.00043E+14,NA,446698,4399466,NA,NA
786,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/19/2018,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,55,17.3,NA,Y,9.00043E+14,NA,446701,4399468,NA,NA
883,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/16/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,50,16.3,NA,Y,9.00043E+14,NA,446045,4399206,NA,NA
789,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/17/2018,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,50,15.9,NA,Y,9.00043E+14,NA,446052,4399204,NA,NA
796,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/18/2018,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,50,14.6,NA,Y,9.00043E+14,NA,445926,4399133,NA,NA
1196,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/24/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,NA,NA,NA,NA,NA,Y,9.00043E+14,NA,446173,4399301,NA,NA
1038,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/23/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,54,18,NA,Y,9.00043E+14,NA,446192,4399307,NA,NA
889,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/16/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,57,21,NA,Y,9.00043E+14,NA,445902,4399118,NA,NA
799,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/22/2018,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,55,16.5,NA,Y,9.00043E+14,NA,446102,4399191,NA,NA
800,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/18/2018,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,55,18.1,NA,Y,9.00043E+14,NA,446108,4399182,NA,NA
802,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/18/2018,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,55,19.7,NA,Y,9.00043E+14,NA,446680,4399439,NA,NA
892,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/17/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,58,17.1,NA,Y,9.00043E+14,NA,446700,4399461,NA,NA
809,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/18/2018,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,50,14.5,NA,Y,9.00043E+14,NA,445924,4399127,NA,NA
917,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/18/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,60,24.5,NA,Y,9.00043E+14,NA,446205,4399314,NA,NA
901,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/17/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,68,29.5,NA,Y,9.00043E+14,NA,446197,4399304,NA,NA
1010,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/22/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,67,32.9,NA,Y,9.00043E+14,NA,446197,4399338,NA,NA
819,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/18/2018,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,65,31,NA,Y,9.00043E+14,NA,446200,4399317,NA,NA
821,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/17/2018,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,51,15.9,NA,Y,9.00043E+14,NA,445847,4399129,NA,NA
937,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/19/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,53,15.9,NA,Y,9.00043E+14,NA,445872,4399134,NA,NA
988,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/20/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,52,18.1,NA,Y,9.00067E+14,NA,445849,4399100,NA,NA
827,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/17/2018,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,53,18.7,NA,Y,9.00067E+14,NA,445856,4399110,NA,NA
861,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/15/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,44,NA,NA,Y,9.00067E+14,NA,445857,4399108,NA,NA
825,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/22/2018,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,52,18.5,NA,Y,9.00067E+14,NA,445863,4399097,NA,NA
837,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/20/2018,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,49,13,NA,Y,9.00067E+14,NA,445844,4399129,NA,NA
991,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/20/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,50,16,NA,Y,9.00067E+14,NA,445997,4399156,NA,NA
840,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/21/2018,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,70,35.5,NA,Y,9.00067E+14,NA,446002,4399210,NA,NA
1179,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/22/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,70,36.6,NA,Y,9.00067E+14,NA,446003,4399209,NA,NA
1004,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/21/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,73,40.3,NA,Y,9.00067E+14,NA,446007,4399199,NA,NA
971,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/20/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,56,18.6,NA,Y,9.00067E+14,NA,446041,4399217,NA,NA
847,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/16/2018,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,41,7.5,NA,Y,9.00067E+14,NA,446173,4399311,NA,NA
849,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/22/2018,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,54,18.4,NA,Y,9.00067E+14,NA,446163,4399288,NA,NA
1025,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/22/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,51,15.2,NA,Y,9.00067E+14,NA,NA,NA,NA,NA
1170,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/22/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,60,20.5,NA,Y,9.00067E+14,NA,446067,4399199,NA,NA
866,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/15/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,46,10.9,NA,Y,9.00067E+14,NA,446068,4399199,NA,NA
1194,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/24/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,71,34.2,NA,Y,9.00067E+14,NA,446748,4399465,NA,NA
969,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/19/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,69,30.3,NA,Y,9.00067E+14,NA,446755,4399482,NA,NA
940,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/19/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,51,12.9,NA,Y,9.00067E+14,NA,445966,4399139,NA,NA
979,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/20/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,50,13.3,NA,Y,9.00067E+14,NA,446327,4399367,NA,NA
926,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/18/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,48,10.3,NA,Y,9.00067E+14,NA,446191,4399309,NA,NA
1188,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/23/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,45,11.6,NA,Y,9.00067E+14,NA,446136,4399227,NA,NA
1034,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/23/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,U,NA,40,6.9,NA,Y,9.00067E+14,NA,446139,4399235,NA,NA
906,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/17/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,40,7.7,NA,Y,9.00067E+14,NA,445992,4399195,NA,NA
905,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/17/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,44,9.1,NA,Y,9.00067E+14,NA,445997,4399175,NA,NA
1193,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/24/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,58,NA,NA,Y,9.00067E+14,NA,446658,4399433,NA,NA
867,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/15/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,55,18.3,NA,Y,9.00067E+14,NA,446081,4399183,NA,NA
957,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/19/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,56,20.4,NA,Y,9.00067E+14,NA,446099,4399170,NA,NA
955,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/19/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,60,21.6,NA,Y,9.00067E+14,NA,446043,4399207,NA,NA
948,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/19/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,60,20.9,NA,Y,9.00067E+14,NA,446061,4399197,NA,NA
878,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,7/16/2019,July,7,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,49,12.3,NA,Y,9.00067E+14,NA,446586,4399378,NA,NA
996,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/21/2019,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,50,12.5,NA,Y,9.00067E+14,NA,446733,4399452,NA,NA
1248,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/4/2020,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,52,15.6,NA,Y,9.00067E+14,NA,446462,4399397,NA,NA
1205,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/24/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,48,10.6,NA,Y,9.00067E+14,NA,446485,4399381,NA,NA
1220,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/25/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,65,26.8,NA,Y,9.00067E+14,NA,446608,4399432,NA,NA
1227,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/26/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,66,27.5,NA,Y,9.00067E+14,NA,446617,4399432,NA,NA
1287,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/7/2020,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,54,19.3,NA,Y,9.00067E+14,NA,446775,4399496,NA,NA
1221,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/25/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,55,17.1,NA,Y,9.00067E+14,NA,446783,4399501,NA,NA
1191,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/23/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,43,9.5,NA,Y,9.00067E+14,NA,NA,NA,NA,NA
1216,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/25/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,44,10,NA,Y,9.00067E+14,NA,446384,4399367,NA,NA
1264,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/5/2020,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,M,NA,50,11.6,NA,Y,9.00067E+14,NA,446397,4399337,NA,NA
1234,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,8/3/2020,August,8,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,48,17.8,NA,Y,9.00067E+14,NA,446149,4399221,NA,NA
1192,amb,contact,"Kleeman, Patrick M <pkleeman@usgs.gov>",Rana boylii,Field,6/23/2020,June,6,qPCR,0,1,NULL,0,ITS standard,NA,Fox Creek,Angelo,NA,SF Eel,Mendocino,NNC,NA,NA,using Fox Creek general lat/lon from Fox Creek Bridge,NA,NA,NA,F,NA,51,10,NA,Y,9.00067E+14,NA,446200,4399309,NA,NA
7303,SJK,contact,colin.dillingham@usda.gov,Rana boylii,Field,9/8/2020,September,9,qPCR,NULL,1,NULL,0,NA,NA,BEAN,Bean,0,Feather,Plumas,NFR,NA,NA,NA,NA,NA,NA,F,A,51,18,NA,N,9.82E+14,NA,NULL,NULL,NA,NA
6583,SJK,contact,colin.dillingham@usda.gov,Rana boylii,Field,6/2/2020,June,6,qPCR,NULL,1,NULL,0,NA,NA,CRESTA_1A,Cresta,1,Feather,Plumas,NFR,NA,NA,NA,NA,NA,NA,M,A,48,14,NA,N,9.82E+14,NA,NULL,NULL,NA,NA
6576,SJK,contact,colin.dillingham@usda.gov,Rana boylii,Field,5/28/2020,May,5,qPCR,NULL,1,NULL,0,NA,NA,CRESTA_1A,Cresta,1,Feather,Plumas,NFR,NA,NA,NA,NA,NA,NA,M,A,53,19,NA,N,9.82E+14,NA,NULL,NULL,NA,NA
6625,SJK,contact,colin.dillingham@usda.gov,Rana boylii,Field,4/27/2020,April,4,qPCR,NULL,1,NULL,0,NA,NA,South Fork of Rock Creek,SFRockCk,0,Feather,Plumas,NFR,NA,NA,NA,NA,NA,NA,F,A,53,17,NA,N,9.82E+14,NA,NULL,NULL,NA,NA
7304,SJK,contact,colin.dillingham@usda.gov,Rana boylii,Field,9/8/2020,September,9,qPCR,NULL,1,NULL,0,NA,NA,BEAN,Bean,0,Feather,Plumas,NFR,NA,NA,NA,NA,NA,NA,F,A,51,18,NA,N,9.82E+14,NA,NULL,NULL,NA,NA
7306,SJK,contact,colin.dillingham@usda.gov,Rana boylii,Field,9/8/2020,September,9,qPCR,NULL,1,NULL,0,NA,NA,BEAN,Bean,0,Feather,Plumas,NFR,NA,NA,NA,NA,NA,NA,F,A,66,46,NA,N,9.82E+14,NA,NULL,NULL,NA,NA
7324,SJK,contact,colin.dillingham@usda.gov,Rana boylii,Field,5/13/2020,May,5,qPCR,NULL,1,NULL,0,NA,NA,BEAN,Bean,0,Feather,Plumas,NFR,NA,NA,NA,NA,NA,NA,F,A,62,37,NA,N,9.82E+14,NA,NULL,NULL,NA,NA
